"","animal_project_code","acoustic_tag_id","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections"
"110","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-10 03:11:00,2018-12-10 04:08:00,21
"111","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-10 05:28:00,2018-12-11 00:10:00,408
"112","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-12 19:14:00,2018-12-12 19:14:00,1
"113","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-13 17:04:00,2018-12-13 17:20:00,15
"114","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-14 17:32:00,2018-12-14 17:39:00,8
"115","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-17 18:44:00,2018-12-17 19:06:00,19
"116","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2019-03-01 02:34:00,2019-03-01 03:14:00,21
"117","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2019-03-02 13:20:00,2019-03-02 13:38:00,18
"118","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2019-03-02 15:12:00,2019-03-02 15:53:00,5
"119","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2019-03-02 17:15:00,2019-03-02 17:39:00,16
"120","DAK","A69-1602-10824","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"121","DAK","A69-1602-10824","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-12-07 21:35:00,2018-12-08 00:57:00,109
"122","DAK","A69-1602-10824","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-08 18:06:00,2018-12-08 18:17:00,10
"123","DAK","A69-1602-10824","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-09 00:08:00,2018-12-09 00:45:00,23
"124","DAK","A69-1602-10825","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"125","DAK","A69-1602-10825","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-12-07 21:19:00,2018-12-08 03:59:00,164
"126","DAK","A69-1602-10825","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-08 05:18:00,2018-12-09 12:51:00,1306
"127","DAK","A69-1602-10825","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-09 14:41:00,2018-12-11 14:08:00,2033
"128","DAK","A69-1602-10826","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"129","DAK","A69-1602-10826","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-12-09 05:47:00,2018-12-09 06:35:00,14
