"","acoustic_tag_id","row_id","animal_project_code","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections","swimtime_s","swimdistance_m","speed_m_s","totaldistance_m","distance_to_source_m","downstream_migration","first_dist_to_use","first_dist_to_use_idx","time_first_dist_to_use","delta_totdist","delta_t","migration_speed","migration"
"75","A69-1601-20826",75,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-10 01:09:51,2014-11-10 01:29:11,33,128,2338.776258,18.27169,14418.300893,14418.300893,NA,NA,NA,NA,NA,NA,NA,TRUE
"76","A69-1601-20827",76,"2014_Frome","rel_frome","none",50.688068,-2.257873,2014-11-07 22:30:00,2014-11-07 22:30:00,1,NA,NA,NA,0,0,TRUE,5199.904243,3,2014-11-11 18:16:46,5199.904243,330406,0.0157379231702814,TRUE
"77","A69-1601-20827",77,"2014_Frome","F1","VR2W-103011",50.681696,-2.21012,2014-11-11 17:23:23,2014-11-11 17:29:50,2,327203,3674.748244,0.011231,3674.748244,3674.748244,TRUE,12079.524635,4,2014-11-11 23:02:25,8404.776391,20342,0.413173551813981,TRUE
"78","A69-1601-20827",78,"2014_Frome","F6","VR2W-105212",50.680533,-2.190656,2014-11-11 18:16:46,2014-11-11 18:16:46,1,2816,1525.155999,0.541604,5199.904243,5199.904243,TRUE,12079.524635,4,2014-11-11 23:02:25,6879.620392,17139,0.401401504871929,TRUE
"79","A69-1601-20827",79,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-11 23:02:25,2014-11-11 23:15:13,19,17139,6879.620392,0.401402,12079.524635,12079.524635,NA,NA,NA,NA,NA,NA,NA,TRUE
"80","A69-1601-20827",80,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-11 23:16:01,2014-11-11 23:16:01,1,48,2338.776258,48.724505,14418.300893,14418.300893,FALSE,NA,NA,NA,NA,NA,NA,TRUE
"81","A69-1601-20827",81,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-11 23:16:33,2014-11-11 23:16:33,1,32,2338.776258,73.086758,16757.077151,12079.524635,NA,NA,NA,NA,NA,NA,NA,FALSE
"82","A69-1601-20827",82,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-11 23:17:21,2014-11-11 23:20:19,6,48,2338.776258,48.724505,19095.853409,14418.300893,NA,NA,NA,NA,NA,NA,NA,FALSE
"83","A69-1601-20828",83,"2014_Frome","rel_frome","none",50.688068,-2.257873,2014-11-07 23:45:00,2014-11-07 23:45:00,1,NA,NA,NA,0,0,TRUE,5199.904243,3,2014-11-11 20:13:17,5199.904243,332897,0.0156201595178088,TRUE
"84","A69-1601-20828",84,"2014_Frome","F1","VR2W-103011",50.681696,-2.21012,2014-11-11 19:15:02,2014-11-11 19:22:24,4,329402,3674.748244,0.011156,3674.748244,3674.748244,TRUE,12079.524635,4,2014-11-12 17:03:20,8404.776391,78498,0.107069943068613,TRUE
"85","A69-1601-20828",85,"2014_Frome","F6","VR2W-105212",50.680533,-2.190656,2014-11-11 20:13:17,2014-11-11 20:13:51,2,3053,1525.155999,0.49956,5199.904243,5199.904243,TRUE,12079.524635,4,2014-11-12 17:03:20,6879.620392,75003,0.091724602909217,TRUE
"86","A69-1601-20828",86,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-12 17:03:20,2014-11-12 17:12:05,14,74969,6879.620392,0.091766,12079.524635,12079.524635,NA,NA,NA,NA,NA,NA,NA,TRUE
"87","A69-1601-20828",87,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-12 17:14:23,2014-11-12 17:18:05,9,138,2338.776258,16.947654,14418.300893,14418.300893,NA,NA,NA,NA,NA,NA,NA,TRUE
"88","A69-1601-20829",88,"2014_Frome","rel_frome","none",50.688068,-2.257873,2014-11-07 22:30:00,2014-11-07 22:30:00,1,NA,NA,NA,0,0,TRUE,5199.904243,3,2014-11-08 01:51:07,5199.904243,12067,0.430919387005884,TRUE
"89","A69-1601-20829",89,"2014_Frome","F1","VR2W-103011",50.681696,-2.21012,2014-11-08 00:46:09,2014-11-08 00:56:50,6,8169,3674.748244,0.449841,3674.748244,3674.748244,TRUE,12079.524635,4,2014-11-09 00:47:35,8404.776391,86486,0.0971807736627893,TRUE
"90","A69-1601-20829",90,"2014_Frome","F6","VR2W-105212",50.680533,-2.190656,2014-11-08 01:51:07,2014-11-08 01:51:28,2,3257,1525.155999,0.46827,5199.904243,5199.904243,TRUE,12079.524635,4,2014-11-09 00:47:35,6879.620392,82588,0.0833004842349978,TRUE
"91","A69-1601-20829",91,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-09 00:47:35,2014-11-09 00:57:17,19,82567,6879.620392,0.083322,12079.524635,12079.524635,NA,NA,NA,NA,NA,NA,NA,TRUE
