animal_project_code,station_name,latitude,longitude,habitat_type,habitat_type2,habitat_type3
2013_albertkanaal,ak-12,50.657856,5.644622,freshwater,freshwater,freshwater
2013_albertkanaal,bpns-A1BIS,51.361333,2.967,marine,marine,marine
2013_albertkanaal,ws-4,51.3970414,3.7153436,tidal_brackish,tidal_brackish,tidal
2013_albertkanaal,s-10a,51.235423,4.396673,tidal_brackish,tidal_brackish,tidal
2013_albertkanaal,bpns-S4,51.417167,3.0475,marine,marine,marine
2013_albertkanaal,ws-F42,51.42786,4.03246,tidal_brackish,tidal_brackish,tidal
2013_albertkanaal,ws-OGDL,51.46395,3.51263,tidal_brackish,tidal_brackish,tidal
2013_albertkanaal,ws-DL7,51.471342,3.475013,tidal_brackish,tidal_brackish,tidal
2013_albertkanaal,ws-DL9,51.465842,3.48868,tidal_brackish,tidal_brackish,tidal
2013_albertkanaal,s-Vlassenbroek,51.03955,4.16605,tidal_freshwater,tidal_freshwater,tidal
2013_albertkanaal,me-7-2,51.082219,4.366229,tidal_freshwater,tidal_freshwater,tidal
2013_albertkanaal,bpns-Whitley,51.15116667,2.660333333,marine,marine,marine
2013_albertkanaal,rel_albertkanaal2,50.936,5.497,freshwater,freshwater,freshwater
2013_albertkanaal,rel_albertkanaal1,50.614681,5.604782,freshwater,freshwater,freshwater
2013_albertkanaal,rel_albertkanaal3,50.938,5.437,freshwater,freshwater,freshwater
2013_albertkanaal,rel_albertkanaal4,50.941,5.374,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-31,51.2903715,3.7164467,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-32,51.3081908,3.7241653,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-33,51.3134659,3.7321561,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-35,51.3290957,3.7541909,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-36,51.3346375,3.7682595,freshwater,freshwater,freshwater
2012_leopoldkanaal,ws-PPC,51.353339,3.7522275,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-PPB,51.3536136,3.7376409,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,bh-34,51.3223102,3.7290976,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-37,51.3389165,3.7679196,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-23,51.3552573,3.7609896,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-A5,51.3584544,3.7454284,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-A3,51.3655375,3.734487,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-A1,51.3724995,3.7229828,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-15A,51.3805457,3.717259,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-15,51.386465,3.7080085,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,bh-7,51.254878,3.5621802,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-9,51.2591163,3.5789817,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-11,51.2627862,3.616269,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-12,51.2655417,3.6551322,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-13,51.2664563,3.6608905,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-6,51.2505032,3.544414,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-5,51.2503008,3.5426743,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-1,51.3412021,3.2162872,marine_barrier,freshwater,freshwater
2012_leopoldkanaal,bh-10,51.2596961,3.5803334,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-8,51.265006,3.5547265,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-20,51.269978,3.7030611,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-17,51.2677225,3.6813137,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-21,51.2701028,3.7117942,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-22,51.2684107,3.718915,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-18,51.2666113,3.6865616,freshwater,freshwater,freshwater
2012_leopoldkanaal,ws-25,51.351926,3.773559,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-K,51.3508203,3.7866595,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-25B,51.3465544,3.800172,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-18,51.3482621,3.8147323,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,bh-23,51.2672795,3.7173234,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-30,51.2448946,3.7481689,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-29,51.2396828,3.7474982,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-28,51.2453761,3.7607615,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-27,51.2574609,3.7637309,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-25,51.268928,3.7506924,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-24,51.2719206,3.7319803,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-2,51.3306565,3.2236553,freshwater,freshwater,freshwater
2012_leopoldkanaal,ws-4,51.3970414,3.7153436,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-PVTSS,51.4018055,3.7089134,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-13,51.4071859,3.7080883,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-6,51.3913098,3.7161726,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-12A,51.3648799,3.765539,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-11,51.41163,3.70746,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-16,51.3544901,3.795027,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-25A,51.352186,3.781008,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-14,51.3601518,3.7798113,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,ws-2C,51.4169613,3.7188079,tidal_brackish,tidal_brackish,tidal
2012_leopoldkanaal,bh-16,51.267064,3.6744238,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-26,51.2561385,3.7845731,freshwater,freshwater,freshwater
2012_leopoldkanaal,bpns-O6,51.243106,2.917725,marine,marine,marine
2012_leopoldkanaal,bh-14,51.2608054,3.669741,freshwater,freshwater,freshwater
2012_leopoldkanaal,bh-15,51.2602787,3.6691424,freshwater,freshwater,freshwater
2012_leopoldkanaal,rel_leopoldkanaal8,51.26603,3.672103,freshwater,freshwater,freshwater
2012_leopoldkanaal,rel_leopoldkanaal9,51.266644,3.661414,freshwater,freshwater,freshwater
2012_leopoldkanaal,rel_leopoldkanaal1,51.271815,3.712344,freshwater,freshwater,freshwater
2012_leopoldkanaal,rel_leopoldkanaal7,51.270849,3.738884,freshwater,freshwater,freshwater
2012_leopoldkanaal,rel_leopoldkanaal6,51.268459,3.719043,freshwater,freshwater,freshwater
2012_leopoldkanaal,rel_leopoldkanaal3,51.259843,3.578509,freshwater,freshwater,freshwater
2012_leopoldkanaal,rel_leopoldkanaal5,51.245292,3.748107,freshwater,freshwater,freshwater
2012_leopoldkanaal,rel_leopoldkanaal2,51.251645,3.548653,freshwater,freshwater,freshwater
2012_leopoldkanaal,rel_leopoldkanaal4,51.263608,3.628479,freshwater,freshwater,freshwater
2011_loire,99V,47.34226667,-1.25106667,tidal_freshwater,tidal_freshwater,tidal
2011_loire,114R,47.34346667,-1.2504,tidal_freshwater,tidal_freshwater,tidal
2011_loire,74R,47.32935,-1.32191667,tidal_freshwater,tidal_freshwater,tidal
2011_loire,71V,47.3278,-1.32295,tidal_freshwater,tidal_freshwater,tidal
2011_loire,72R,47.3278,-1.3257,tidal_freshwater,tidal_freshwater,tidal
2011_loire,40R,47.27866667,-1.89916667,tidal_brackish,tidal_brackish,tidal
2011_loire,33V,47.27776666,-1.90511666,tidal_brackish,tidal_brackish,tidal
2011_loire,30R,47.29393334,-2.01663334,tidal_brackish,tidal_brackish,tidal
2011_loire,31V,47.2942,-2.02758334,tidal_freshwater,tidal_freshwater,tidal
2011_loire,19V_Mindin,47.27488333,-2.17811667,tidal_freshwater,tidal_freshwater,tidal
2011_loire,17V_Vignettes,47.26625,-2.1881,tidal_freshwater,tidal_freshwater,tidal
2011_loire,46R,47.26436667,-1.42156667,tidal_freshwater,tidal_freshwater,tidal
2011_loire,38R,47.24713333,-1.43838333,tidal_freshwater,tidal_freshwater,tidal
2011_loire,25V,47.24575,-1.43885,tidal_freshwater,tidal_freshwater,tidal
2011_loire,13V,47.23221667,-1.47123333,tidal_freshwater,tidal_freshwater,tidal
2011_loire,StationGIP_Pellerin,47.203825,-1.75758889,tidal_brackish,tidal_brackish,tidal
2011_loire,50R,47.20571667,-1.7579,tidal_brackish,tidal_brackish,tidal
2011_loire,29bisV,47.29875,-2.04523333,tidal_brackish,tidal_brackish,tidal
2011_loire,24bisR,47.28713334,-2.17019999,tidal_brackish,tidal_brackish,tidal
2011_loire,23V,47.28471667,-2.16813334,tidal_brackish,tidal_brackish,tidal
2011_loire,20R_BasseNazaire,47.26900001,-2.19073333,tidal_brackish,tidal_brackish,tidal
2011_loire,18R,47.23335,-1.47186667,tidal_freshwater,tidal_freshwater,tidal
2011_loire,27V_DongesSud,47.3007,-2.06406666,tidal_brackish,tidal_brackish,tidal
2011_loire,Tribord_Basse_Nazaire,47.27075,-2.19381667,tidal_brackish,tidal_brackish,tidal
2011_loire,26R,47.3028,-2.05868333,tidal_brackish,tidal_brackish,tidal
2011_loire,28R,47.30118333,-2.04425,tidal_brackish,tidal_brackish,tidal
2011_loire,85V,47.34021667,-1.29455,tidal_freshwater,tidal_freshwater,tidal
2011_loire,90R,47.34115,-1.2926,tidal_freshwater,tidal_freshwater,tidal
2011_loire,2R,47.20876667,-1.52168333,tidal_freshwater,tidal_freshwater,tidal
2011_loire,rel_loire2,47.3664,-1.173,freshwater,freshwater,freshwater
2011_loire,rel_loire1,47.3403,-1.255,tidal_freshwater,tidal_freshwater,tidal
2011_loire,rel_loire3,47.364211,-1.012256,freshwater,freshwater,freshwater
2011_loire,rel_loire4,47.2828,-1.973,tidal_brackish,tidal_brackish,tidal
nedap_meuse,BenMerwede_BHardinx,51.8163,4.77186,tidal_freshwater,tidal_freshwater,tidal
nedap_meuse,BergscheMaas_CVeer,51.71876,4.98076,freshwater,freshwater,freshwater
nedap_meuse,DeNoord_Kinderdijk,51.86814,4.63877,tidal_freshwater,tidal_freshwater,tidal
nedap_meuse,DKil_s'Gravendeel,51.78401,4.62733,tidal_freshwater,tidal_freshwater,tidal
nedap_meuse,GrensMaas_Bharen_vis,50.86738,5.69726,freshwater,freshwater,freshwater
nedap_meuse,GrensMaas_Itteren,51.13185,5.8415,freshwater,freshwater,freshwater
nedap_meuse,GrensMaas_Sweert,51.13185,5.8415,freshwater,freshwater,freshwater
nedap_meuse,Hartelkanaal_Europoort,51.93726,4.10735,tidal_brackish,tidal_freshwater,tidal
nedap_meuse,HV_Stellendam_noord,51.83465,4.05227,marine_barrier,freshwater,freshwater
nedap_meuse,HV_Stellendam_zuid,51.83102,4.04747,marine_barrier,freshwater,freshwater
nedap_meuse,Maas_Afferden,51.63281,6.00403,freshwater,freshwater,freshwater
nedap_meuse,Maas_Alphen_wkc,51.81115,5.45427,freshwater,freshwater,freshwater
nedap_meuse,Maas_Alphen_wkc_ben,51.81114,5.45302,freshwater,freshwater,freshwater
nedap_meuse,Maas_Balgoij,51.77503,5.71819,freshwater,freshwater,freshwater
nedap_meuse,Maas_Belfeld_bov,51.31526,6.10539,freshwater,freshwater,freshwater
nedap_meuse,Maas_Belfeld_vistrap,51.31965,6.11198,freshwater,freshwater,freshwater
nedap_meuse,Maas_Buggenum,51.23007,5.99471,freshwater,freshwater,freshwater
nedap_meuse,Maas_Grave_bov,51.76128,5.744,freshwater,freshwater,freshwater
nedap_meuse,Maas_Grave_vistrap,51.76632,5.73648,freshwater,freshwater,freshwater
nedap_meuse,Maas_Linne_dorp,51.16075,5.94233,freshwater,freshwater,freshwater
nedap_meuse,Maas_Linne_stuw_ben,51.16767,5.92407,freshwater,freshwater,freshwater
nedap_meuse,Maas_Linne_stuw_bov,51.16765,5.92227,freshwater,freshwater,freshwater
nedap_meuse,Maas_Linne_visgeleiding,51.16678,5.92389,freshwater,freshwater,freshwater
nedap_meuse,Maas_Linne_vistrap,51.16677,5.92151,freshwater,freshwater,freshwater
nedap_meuse,Maas_Linne_wkc,51.16075,5.94233,freshwater,freshwater,freshwater
nedap_meuse,Maas_Linne_wkc_ben,51.16757,5.92424,freshwater,freshwater,freshwater
nedap_meuse,Maas_Lith_dorp,51.81067,5.4323,freshwater,freshwater,freshwater
nedap_meuse,Maas_Lith_stuw_ben,51.81072,5.45221,freshwater,freshwater,freshwater
nedap_meuse,Maas_Lith_vistrap,51.8117,5.45498,freshwater,freshwater,freshwater
nedap_meuse,Maas_Maastricht,50.8626,5.69946,freshwater,freshwater,freshwater
nedap_meuse,Maas_Megen,51.82711,5.56273,freshwater,freshwater,freshwater
nedap_meuse,Maas_Roermond_bov,51.20048,5.98231,freshwater,freshwater,freshwater
nedap_meuse,Maas_Roermond_vistra,51.21042,5.98233,freshwater,freshwater,freshwater
nedap_meuse,Maas_Sambeek,51.64097,5.98515,freshwater,freshwater,freshwater
nedap_meuse,Maas_Sambeek_ben_stu,51.6419,5.98526,freshwater,freshwater,freshwater
nedap_meuse,Maas_Steyl,51.33536,6.11764,freshwater,freshwater,freshwater
nedap_meuse,NieuweWaterweg_Europoort,51.95741,4.15233,tidal_brackish,tidal_freshwater,tidal
nedap_meuse,OudeMaas_Spijkenisse,51.84173,4.41701,tidal_freshwater,tidal_freshwater,tidal
nedap_meuse,Spui_Zuidland,51.80387,4.26537,tidal_freshwater,tidal_freshwater,tidal
nedap_meuse,rel_nedap_meuse,51.10986,5.82025,freshwater,freshwater,freshwater
life4fish,amp_2017_8,50.53231286,5.295921703,freshwater,freshwater,freshwater
life4fish,mon_2017_10,50.65244558,5.6386696,freshwater,freshwater,freshwater
life4fish,and_2017_3,50.49283778,5.069837822,freshwater,freshwater,freshwater
life4fish,gm_2017,50.465997,4.898861,freshwater,freshwater,freshwater
life4fish,amp_2017_9,50.54118273,5.32768533,freshwater,freshwater,freshwater
life4fish,and_2017_5,50.49240683,5.06976097,freshwater,freshwater,freshwater
life4fish,ir_2017_2,50.59305879,5.46090541,freshwater,freshwater,freshwater
life4fish,gm_2017_15,50.46573658,4.89908347,freshwater,freshwater,freshwater
life4fish,gm_2017_13,50.46588563,4.898965461,freshwater,freshwater,freshwater
life4fish,gm_2017_5,50.46619886,4.898794843,freshwater,freshwater,freshwater
life4fish,gm_2017_3,50.46658338,4.899094741,freshwater,freshwater,freshwater
life4fish,gm_2017_16,50.47858264,4.939950417,freshwater,freshwater,freshwater
life4fish,mon_2017_9,50.65099485,5.630450571,freshwater,freshwater,freshwater
life4fish,gm_2017_11,50.46599277,4.898941482,freshwater,freshwater,freshwater
life4fish,mon_2017_3,50.65299572,5.630827617,freshwater,freshwater,freshwater
life4fish,and_2017_7,50.49191847,5.069650004,freshwater,freshwater,freshwater
life4fish,gm_2017_12,50.46599179,4.898708571,freshwater,freshwater,freshwater
life4fish,gm_2017_7,50.46612397,4.898865132,freshwater,freshwater,freshwater
life4fish,gm_2017_8,50.46611505,4.898739338,freshwater,freshwater,freshwater
life4fish,amp_2017_6,50.53334208,5.295971291,freshwater,freshwater,freshwater
life4fish,amp_2017_2,50.53409801,5.296016623,freshwater,freshwater,freshwater
life4fish,and_2017_1,50.49395642,5.070476812,freshwater,freshwater,freshwater
life4fish,and_2017_2,50.49306571,5.069881618,freshwater,freshwater,freshwater
life4fish,mon_2017_7,50.65155875,5.630547011,freshwater,freshwater,freshwater
life4fish,lix_2017_6,50.75150684,5.68759541,freshwater,freshwater,freshwater
life4fish,amp_2017_1,50.53441478,5.29621659,freshwater,freshwater,freshwater
life4fish,gm_2017_1,50.46704382,4.89925783,freshwater,freshwater,freshwater
life4fish,amp_2017_4,50.53380366,5.296184266,freshwater,freshwater,freshwater
life4fish,lix_2017_2,50.7513928,5.685951435,freshwater,freshwater,freshwater
life4fish,lix_2017_4,50.75149,5.686697161,freshwater,freshwater,freshwater
life4fish,lix_2017_3,50.75144734,5.686330833,freshwater,freshwater,freshwater
life4fish,lix_2017_5,50.75153313,5.687080445,freshwater,freshwater,freshwater
life4fish,lix_2017_7,50.75148052,5.688049209,freshwater,freshwater,freshwater
life4fish,gm_2017_14,50.46591982,4.898841055,freshwater,freshwater,freshwater
life4fish,gm_2017_2,50.46683041,4.899184168,freshwater,freshwater,freshwater
life4fish,gm_2017_4,50.46638589,4.898989579,freshwater,freshwater,freshwater
life4fish,gm_2017_9,50.46610781,4.898605127,freshwater,freshwater,freshwater
life4fish,mon_2017,50.651597,5.630614,freshwater,freshwater,freshwater
life4fish,mon_2017_8,50.65128226,5.630493331,freshwater,freshwater,freshwater
life4fish,ir_2017_6,50.59224875,5.460818726,freshwater,freshwater,freshwater
life4fish,lix_2017_8,50.75253076,5.68808461,freshwater,freshwater,freshwater
life4fish,ir_2017_3,50.59291214,5.460950119,freshwater,freshwater,freshwater
life4fish,mon_2017_6,50.65183518,5.630589624,freshwater,freshwater,freshwater
life4fish,ir_2017_5,50.59247385,5.460754501,freshwater,freshwater,freshwater
life4fish,ir_2017_8,50.59177524,5.460913967,freshwater,freshwater,freshwater
life4fish,and_2017_8,50.49379254,5.096080728,freshwater,freshwater,freshwater
life4fish,and_2017_4,50.49261279,5.069802926,freshwater,freshwater,freshwater
life4fish,ir_2017_1,50.59320397,5.460860688,freshwater,freshwater,freshwater
life4fish,ir_2017_21,50.59701569,5.480009455,freshwater,freshwater,freshwater
life4fish,mon_2017_5,50.65212592,5.630629793,freshwater,freshwater,freshwater
life4fish,amp_2017_5,50.5335701,5.296076378,freshwater,freshwater,freshwater
life4fish,mon_2017_2,50.65315174,5.630842568,freshwater,freshwater,freshwater
life4fish,lix_2017_9,50.75653414,5.681601354,freshwater,freshwater,freshwater
life4fish,ir_2017_7,50.59203261,5.460874086,freshwater,freshwater,freshwater
life4fish,amp_2017_3,50.53399485,5.296263513,freshwater,freshwater,freshwater
life4fish,mon_2017_4,50.6528806,5.631018468,freshwater,freshwater,freshwater
life4fish,mon_2017_1,50.65333544,5.630871708,freshwater,freshwater,freshwater
life4fish,gm_2017_6,50.46623552,4.898478805,freshwater,freshwater,freshwater
life4fish,and_2017_6,50.49216855,5.069694099,freshwater,freshwater,freshwater
life4fish,and_2017,50.493017,5.074436,freshwater,freshwater,freshwater
life4fish,ir_2017_16,50.59260806,5.459763639,freshwater,freshwater,freshwater
life4fish,ir_2017_18,50.59259487,5.459553704,freshwater,freshwater,freshwater
life4fish,ir_2017_15,50.59257601,5.45990487,freshwater,freshwater,freshwater
life4fish,ir_2017_12,50.59265081,5.46025749,freshwater,freshwater,freshwater
life4fish,ir_2017_19,50.59251505,5.459474982,freshwater,freshwater,freshwater
life4fish,ir_2017_13,50.59257254,5.460159462,freshwater,freshwater,freshwater
life4fish,ir_2017_17,50.59252039,5.459651957,freshwater,freshwater,freshwater
life4fish,ir_2017_11,50.59261296,5.460451157,freshwater,freshwater,freshwater
life4fish,ir_2017_20,50.59256111,5.45935139,freshwater,freshwater,freshwater
life4fish,ir_2017_10,50.59269224,5.460571763,freshwater,freshwater,freshwater
life4fish,ir_2017_14,50.59262119,5.460014993,freshwater,freshwater,freshwater
life4fish,ir_2017_9,50.59102951,5.46369006,freshwater,freshwater,freshwater
life4fish,ir_2017_4,50.59282067,5.461319949,freshwater,freshwater,freshwater
life4fish,lix_2017_1,50.75133434,5.685585227,freshwater,freshwater,freshwater
life4fish,rel_life4fish1,50.456925,4.865558,freshwater,freshwater,freshwater
life4fish,rel_life4fish2,50.673056,5.645883,freshwater,freshwater,freshwater
life4fish,rel_life4fish3,50.467361,4.925525,freshwater,freshwater,freshwater
life4fish,rel_life4fish5,50.591536,5.469311,freshwater,freshwater,freshwater
life4fish,rel_life4fish4,50.493175,5.079358,freshwater,freshwater,freshwater
life4fish,rel_life4fish6,50.533175,5.307897,freshwater,freshwater,freshwater
